mz	pains	fsp3    cacao halflife  logs    logd    bioconcentration    igc50   lc50fm  lc50dm
83.31342	4.74490000	38.33
92.995506
94.994263
100.395416
102.948746
134.02473
144.97908
144.981567
145.027115
145.07392
146.961319
160.01846
174.880981
174.956131
176.072159
189.016937
192.045914
195.935303
205.99321
214.011902
220.04068
222.570877
240.047104
240.053329
241.993011
255.990158
258.3132
259.468933
260.052673
279.051605
280.059143
281.98733581
300.611328
301.994171
320.111267
321.981445
322.011566
322.106171
